Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSDARG00000026759,6,102506,109626,1,1110,53.80,protein_coding
ENSDARG00000026759,6,102506,109626,1,2789,53.80,protein_coding
ENSDARG00000033099,7,14393059,14446512,-1,5802,36.07,protein_coding
ENSDARG00000024184,12,33460794,33474029,1,673,34.24,protein_coding
ENSDARG00000024184,12,33460794,33474029,1,2128,34.24,protein_coding
ENSDARG00000009341,12,30586599,30618440,1,954,35.11,protein_coding
ENSDARG00000009341,12,30586599,30618440,1,6674,35.11,protein_coding
ENSDARG00000100546,10,36184751,36186346,1,1596,37.59,protein_coding
ENSDARG00000090804,9,2522797,2560126,1,7484,37.75,protein_coding
ENSDARG00000090804,9,2522797,2560126,1,2816,37.75,protein_coding
ENSDARG00000016977,16,23495600,23524374,1,2140,35.88,protein_coding
ENSDARG00000058538,15,19838458,19878987,1,3078,35.25,protein_coding
ENSDARG00000102175,16,50289916,50292583,1,675,27.51,protein_coding
ENSDARG00000102175,16,50289916,50292583,1,670,27.51,protein_coding
ENSDARG00000018153,13,32446169,32453932,1,2207,36.84,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,2396,36.23,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,6779,36.23,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,1924,36.23,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,6809,36.23,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,2125,36.23,protein_coding
ENSDARG00000054533,5,26856253,26869392,1,1210,36.23,protein_coding
ENSDARG00000038154,17,43032529,43036291,1,501,35.69,protein_coding
ENSDARG00000038154,17,43032529,43036291,1,981,35.69,protein_coding
ENSDARG00000036420,7,20383841,20436781,1,785,35.96,protein_coding
ENSDARG00000036420,7,20383841,20436781,1,2802,35.96,protein_coding
ENSDARG00000036420,7,20383841,20436781,1,6837,35.96,protein_coding
ENSDARG00000098726,6,17725788,17999776,-1,4342,37.53,protein_coding
ENSDARG00000098726,6,17725788,17999776,-1,4441,37.53,protein_coding
ENSDARG00000098726,6,17725788,17999776,-1,4489,37.53,protein_coding
ENSDARG00000098726,6,17725788,17999776,-1,4638,37.53,protein_coding
ENSDARG00000098677,4,35960020,36033454,-1,2477,35.85,protein_coding
ENSDARG00000098677,4,35960020,36033454,-1,2415,35.85,protein_coding
ENSDARG00000098677,4,35960020,36033454,-1,2905,35.85,protein_coding
ENSDARG00000098677,4,35960020,36033454,-1,2836,35.85,protein_coding
ENSDARG00000037652,1,9873295,9885326,-1,1769,34.99,protein_coding
ENSDARG00000037652,1,9873295,9885326,-1,1726,34.99,protein_coding
ENSDARG00000027963,6,42545797,42598328,1,1230,38.64,protein_coding
ENSDARG00000027963,6,42545797,42598328,1,2818,38.64,protein_coding
ENSDARG00000097726,15,15173611,15218956,1,3419,38.65,protein_coding
ENSDARG00000011821,24,5237709,5314707,1,3307,36.26,protein_coding
ENSDARG00000011821,24,5237709,5314707,1,3370,36.26,protein_coding
ENSDARG00000095576,11,38922744,38924944,-1,909,39.48,protein_coding
ENSDARG00000035875,19,32603627,32619257,1,1854,38.00,protein_coding
ENSDARG00000057074,11,29770966,29790222,1,2628,35.30,protein_coding
ENSDARG00000057074,11,29770966,29790222,1,4258,35.30,protein_coding
ENSDARG00000075181,2,5521671,5536927,1,1811,38.03,protein_coding
ENSDARG00000075181,2,5521671,5536927,1,1328,38.03,protein_coding
ENSDARG00000077950,21,3775551,3787325,1,1906,36.02,protein_coding
ENSDARG00000077950,21,3775551,3787325,1,1883,36.02,protein_coding
ENSDARG00000079355,20,11098239,11178022,-1,7961,34.23,protein_coding
ENSDARG00000044251,10,9159279,9184667,1,2173,36.32,protein_coding
ENSDARG00000096398,6,8339298,8346939,1,4652,35.85,protein_coding
ENSDARG00000003144,5,20115774,20123002,-1,1344,34.40,protein_coding
ENSDARG00000016968,4,764100,779796,-1,2732,38.17,protein_coding
ENSDARG00000090063,25,13558992,13614863,-1,750,35.28,protein_coding
ENSDARG00000090063,25,13558992,13614863,-1,996,35.28,protein_coding
ENSDARG00000090063,25,13558992,13614863,-1,5077,35.28,protein_coding
ENSDARG00000090063,25,13558992,13614863,-1,992,35.28,protein_coding
ENSDARG00000033789,1,55780128,55785722,-1,613,33.51,protein_coding
ENSDARG00000033789,1,55780128,55785722,-1,608,33.51,protein_coding
ENSDARG00000017522,19,11632834,11846958,-1,3022,35.72,protein_coding
ENSDARG00000077860,21,26408016,26483237,-1,8455,37.29,protein_coding
ENSDARG00000077860,21,26408016,26483237,-1,8535,37.29,protein_coding
ENSDARG00000052097,3,5538485,5555500,-1,1888,41.20,protein_coding
ENSDARG00000052097,3,5538485,5555500,-1,2022,41.20,protein_coding
ENSDARG00000045015,11,329687,339847,1,2142,45.33,protein_coding
ENSDARG00000101490,19,3919591,3925886,-1,1127,38.95,protein_coding
ENSDARG00000101490,19,3919591,3925886,-1,734,38.95,protein_coding
ENSDARG00000008100,7,38315647,38340674,-1,3025,38.19,protein_coding
ENSDARG00000041340,16,4540981,4547193,-1,2004,36.67,protein_coding
ENSDARG00000041340,16,4540981,4547193,-1,912,36.67,protein_coding
ENSDARG00000087757,15,25035947,25039083,-1,2086,43.16,protein_coding
ENSDARG00000092491,2,24900571,24901912,-1,699,40.16,protein_coding
ENSDARG00000045873,4,2092683,2099581,1,1542,41.21,protein_coding
ENSDARG00000088072,3,25546672,25646149,-1,4404,35.91,protein_coding
ENSDARG00000096208,4,44954486,44956819,1,563,37.28,protein_coding
ENSDARG00000070874,17,26815021,26826438,1,1685,36.62,protein_coding
ENSDARG00000045641,25,26738450,26753196,-1,2582,34.65,protein_coding
ENSDARG00000103025,10,6010570,6034397,1,986,34.69,protein_coding
ENSDARG00000103025,10,6010570,6034397,1,3182,34.69,protein_coding
ENSDARG00000103025,10,6010570,6034397,1,643,34.69,protein_coding
ENSDARG00000103025,10,6010570,6034397,1,1699,34.69,protein_coding
ENSDARG00000103025,10,6010570,6034397,1,688,34.69,protein_coding
ENSDARG00000061439,18,40471826,40477865,1,2844,33.15,protein_coding
ENSDARG00000104269,16,46093254,46097432,-1,840,38.19,protein_coding
ENSDARG00000052520,1,49933652,49950643,-1,738,35.82,protein_coding
ENSDARG00000052520,1,49933652,49950643,-1,1773,35.82,protein_coding
ENSDARG00000052520,1,49933652,49950643,-1,713,35.82,protein_coding
ENSDARG00000018542,22,17828267,17831253,1,1935,42.12,protein_coding
ENSDARG00000074253,13,1305363,1308020,-1,2617,43.53,protein_coding
ENSDARG00000078768,15,24946321,24960781,-1,4314,35.25,protein_coding
ENSDARG00000078768,15,24946321,24960781,-1,1586,35.25,protein_coding
ENSDARG00000100858,7,2980248,3011514,-1,1361,44.69,protein_coding
ENSDARG00000062357,23,18177281,18287618,-1,1213,37.26,protein_coding
ENSDARG00000062357,23,18177281,18287618,-1,414,37.26,protein_coding
ENSDARG00000019135,20,34868933,34902205,1,3813,36.75,protein_coding
ENSDARG00000019135,20,34868933,34902205,1,2340,36.75,protein_coding
ENSDARG00000068711,9,15936216,16062938,-1,1809,37.51,protein_coding
ENSDARG00000043002,3,5403848,5413018,-1,1414,39.17,protein_coding
ENSDARG00000090854,14,35392736,35405723,-1,1118,34.93,protein_coding
ENSDARG00000056683,24,33767771,33780387,-1,1899,34.51,protein_coding
ENSDARG00000012446,7,9008372,9046302,1,1222,40.40,protein_coding
ENSDARG00000012446,7,9008372,9046302,1,4802,40.40,protein_coding
ENSDARG00000078567,8,13700605,13788311,1,3649,33.48,protein_coding
ENSDARG00000078567,8,13700605,13788311,1,2647,33.48,protein_coding
ENSDARG00000021444,19,24161712,24163845,-1,1898,38.47,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,593,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,3411,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,539,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,3483,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,3133,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,3785,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,1764,37.20,protein_coding
ENSDARG00000029263,3,23697997,23771945,1,3681,37.20,protein_coding
ENSDARG00000030472,12,26566422,26587231,-1,2157,36.02,protein_coding
ENSDARG00000030472,12,26566422,26587231,-1,1658,36.02,protein_coding
ENSDARG00000042515,20,28960340,28974309,1,1782,36.65,protein_coding
ENSDARG00000042018,9,6578580,6601988,1,1699,36.45,protein_coding
ENSDARG00000042018,9,6578580,6601988,1,1204,36.45,protein_coding
ENSDARG00000042018,9,6578580,6601988,1,636,36.45,protein_coding
ENSDARG00000042018,9,6578580,6601988,1,1288,36.45,protein_coding
ENSDARG00000036943,19,329808,340641,-1,3323,39.65,protein_coding
ENSDARG00000036943,19,329808,340641,-1,4295,39.65,protein_coding
ENSDARG00000036943,19,329808,340641,-1,817,39.65,protein_coding
ENSDARG00000015476,18,19820008,19880934,1,4246,35.06,protein_coding
ENSDARG00000015476,18,19820008,19880934,1,580,35.06,protein_coding
ENSDARG00000015476,18,19820008,19880934,1,3232,35.06,protein_coding
ENSDARG00000089954,17,6603691,6641548,-1,5764,38.32,protein_coding
ENSDARG00000089954,17,6603691,6641548,-1,6294,38.32,protein_coding
ENSDARG00000089954,17,6603691,6641548,-1,6007,38.32,protein_coding
ENSDARG00000089954,17,6603691,6641548,-1,6281,38.32,protein_coding
ENSDARG00000002355,5,42124706,42132825,1,1410,36.98,protein_coding
ENSDARG00000002355,5,42124706,42132825,1,1460,36.98,protein_coding
ENSDARG00000069537,18,7479201,7481036,-1,783,40.31,protein_coding
ENSDARG00000044457,6,29004062,29007493,-1,1228,38.90,protein_coding
ENSDARG00000087798,23,41799748,41802335,1,482,40.34,protein_coding
ENSDARG00000087798,23,41799748,41802335,1,1187,40.34,protein_coding
ENSDARG00000101106,1,44027611,44037843,-1,6452,37.89,protein_coding
ENSDARG00000093521,8,13597405,13600274,-1,1275,37.84,protein_coding
ENSDARG00000045443,24,4767806,4782052,-1,1393,36.86,protein_coding
ENSDARG00000045443,24,4767806,4782052,-1,1080,36.86,protein_coding
ENSDARG00000058958,3,5344999,5362347,-1,5596,40.34,protein_coding
ENSDARG00000058958,3,5344999,5362347,-1,1617,40.34,protein_coding
ENSDARG00000058958,3,5344999,5362347,-1,1722,40.34,protein_coding
ENSDARG00000019293,9,34950942,34968429,1,2317,36.94,protein_coding
ENSDARG00000019293,9,34950942,34968429,1,749,36.94,protein_coding
ENSDARG00000019293,9,34950942,34968429,1,875,36.94,protein_coding
ENSDARG00000078167,4,44470531,44518893,-1,3362,38.77,protein_coding
ENSDARG00000078167,4,44470531,44518893,-1,3301,38.77,protein_coding
ENSDARG00000078167,4,44470531,44518893,-1,3946,38.77,protein_coding
ENSDARG00000078167,4,44470531,44518893,-1,3570,38.77,protein_coding
ENSDARG00000078167,4,44470531,44518893,-1,3499,38.77,protein_coding
ENSDARG00000115890,22,1708760,1713309,1,168,38.79,protein_coding
ENSDARG00000101085,18,328689,330937,1,919,35.04,protein_coding
ENSDARG00000007250,22,11070842,11079068,-1,1785,30.78,protein_coding
ENSDARG00000007250,22,11070842,11079068,-1,470,30.78,protein_coding
ENSDARG00000113690,4,54316804,54338253,-1,3637,43.93,protein_coding
ENSDARG00000113690,4,54316804,54338253,-1,2840,43.93,protein_coding
ENSDARG00000113690,4,54316804,54338253,-1,2865,43.93,protein_coding
ENSDARG00000113690,4,54316804,54338253,-1,5087,43.93,protein_coding
ENSDARG00000011449,7,14211322,14266466,1,2824,34.86,protein_coding
ENSDARG00000011449,7,14211322,14266466,1,3181,34.86,protein_coding
ENSDARG00000099200,19,42547699,42551338,-1,1313,39.07,protein_coding
ENSDARG00000040250,1,1915967,1923253,1,693,31.86,protein_coding
ENSDARG00000044753,21,15733880,15749719,1,1161,34.94,protein_coding
ENSDARG00000044753,21,15733880,15749719,1,1529,34.94,protein_coding
ENSDARG00000006560,2,854444,879800,-1,1633,37.48,protein_coding
ENSDARG00000074302,1,30551777,30554973,1,1751,34.56,protein_coding
ENSDARG00000061371,2,29249204,29353179,1,2373,35.22,protein_coding
ENSDARG00000061371,2,29249204,29353179,1,360,35.22,protein_coding
ENSDARG00000061371,2,29249204,29353179,1,3559,35.22,protein_coding
ENSDARG00000061371,2,29249204,29353179,1,1613,35.22,protein_coding
ENSDARG00000063574,23,547107,552539,-1,1690,44.27,protein_coding
ENSDARG00000086471,23,25879320,25942859,1,1156,36.52,protein_coding
ENSDARG00000086471,23,25879320,25942859,1,1627,36.52,protein_coding
ENSDARG00000002377,1,8521323,8532009,1,816,36.96,protein_coding
ENSDARG00000002377,1,8521323,8532009,1,2981,36.96,protein_coding
ENSDARG00000002377,1,8521323,8532009,1,1827,36.96,protein_coding
ENSDARG00000052129,6,27062512,27089014,1,2555,34.27,protein_coding
ENSDARG00000052129,6,27062512,27089014,1,2906,34.27,protein_coding
ENSDARG00000098029,23,29333851,29357764,-1,3196,32.93,protein_coding
ENSDARG00000059773,3,37235924,37476475,-1,4257,35.70,protein_coding
ENSDARG00000059773,3,37235924,37476475,-1,7693,35.70,protein_coding
ENSDARG00000059773,3,37235924,37476475,-1,4659,35.70,protein_coding
ENSDARG00000095453,23,20340200,20345473,-1,772,33.20,protein_coding
ENSDARG00000056740,24,33708804,33756003,-1,2138,36.57,protein_coding
ENSDARG00000033446,12,26546820,26559650,-1,2187,37.75,protein_coding
ENSDARG00000033446,12,26546820,26559650,-1,2846,37.75,protein_coding
ENSDARG00000099899,4,34468977,34480599,-1,3227,43.66,protein_coding
ENSDARG00000077253,5,36650064,36654698,1,1442,36.29,protein_coding
ENSDARG00000105063,4,34443650,34480611,-1,1664,41.83,protein_coding
ENSDARG00000105063,4,34443650,34480611,-1,2580,41.83,protein_coding
ENSDARG00000105063,4,34443650,34480611,-1,3479,41.83,protein_coding
ENSDARG00000105063,4,34443650,34480611,-1,2843,41.83,protein_coding
ENSDARG00000105063,4,34443650,34480611,-1,3244,41.83,protein_coding
ENSDARG00000100694,6,54761141,54796072,-1,1162,34.90,protein_coding
ENSDARG00000093799,5,52039067,52132978,1,4609,37.49,protein_coding
ENSDARG00000093799,5,52039067,52132978,1,4966,37.49,protein_coding
ENSDARG00000052851,5,41082534,41103644,-1,4986,36.38,protein_coding
ENSDARG00000052851,5,41082534,41103644,-1,4915,36.38,protein_coding
ENSDARG00000009844,20,43113465,43118411,1,1121,34.87,protein_coding
ENSDARG00000018871,20,33744065,33749174,1,1425,36.81,protein_coding
ENSDARG00000102608,17,10062045,10073926,-1,1461,36.18,protein_coding
ENSDARG00000102608,17,10062045,10073926,-1,875,36.18,protein_coding
ENSDARG00000003818,6,2206495,2222707,-1,3405,31.06,protein_coding
ENSDARG00000019156,8,20897849,20914829,-1,2244,35.56,protein_coding
ENSDARG00000038615,2,44383175,44398611,-1,3929,35.05,protein_coding
ENSDARG00000092774,18,210838,226800,-1,1896,39.03,protein_coding
ENSDARG00000092774,18,210838,226800,-1,1635,39.03,protein_coding
ENSDARG00000087457,21,29077509,29088928,1,1295,31.69,protein_coding
ENSDARG00000034734,13,36135122,36141486,-1,1154,33.83,protein_coding
ENSDARG00000079283,21,32332616,32349711,1,2127,38.86,protein_coding
ENSDARG00000079283,21,32332616,32349711,1,6231,38.86,protein_coding
ENSDARG00000079283,21,32332616,32349711,1,6313,38.86,protein_coding
ENSDARG00000021913,20,33708318,33737831,1,5504,35.07,protein_coding
ENSDARG00000021913,20,33708318,33737831,1,1041,35.07,protein_coding
ENSDARG00000105120,15,9444982,9593532,-1,3677,36.03,protein_coding
ENSDARG00000102929,7,45992048,45993499,-1,942,38.29,protein_coding
ENSDARG00000102929,7,45992048,45993499,-1,1113,38.29,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,7465,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,7032,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,10562,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,267,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,10633,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,575,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,7588,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,7642,36.49,protein_coding
ENSDARG00000073688,7,16806473,17015002,1,6189,36.49,protein_coding
ENSDARG00000090814,10,33561567,33572441,-1,1168,35.89,protein_coding
ENSDARG00000027141,5,13337507,13353905,-1,2320,36.61,protein_coding
ENSDARG00000027141,5,13337507,13353905,-1,749,36.61,protein_coding
ENSDARG00000027141,5,13337507,13353905,-1,919,36.61,protein_coding
ENSDARG00000102434,11,13366773,13413971,1,2769,34.40,protein_coding
ENSDARG00000052142,6,2174082,2198683,1,1789,34.58,protein_coding
ENSDARG00000052142,6,2174082,2198683,1,1502,34.58,protein_coding
ENSDARG00000052142,6,2174082,2198683,1,446,34.58,protein_coding
ENSDARG00000093111,22,6613020,6690829,1,1353,36.95,protein_coding
ENSDARG00000093111,22,6613020,6690829,1,1432,36.95,protein_coding
ENSDARG00000093111,22,6613020,6690829,1,744,36.95,protein_coding
ENSDARG00000069758,9,22656976,22672826,1,3398,37.64,protein_coding
ENSDARG00000069758,9,22656976,22672826,1,562,37.64,protein_coding
ENSDARG00000069758,9,22656976,22672826,1,413,37.64,protein_coding
ENSDARG00000039218,14,31890001,31893996,-1,1762,44.52,protein_coding
ENSDARG00000010717,21,15704556,15708626,1,452,35.91,protein_coding
ENSDARG00000010717,21,15704556,15708626,1,781,35.91,protein_coding
ENSDARG00000020449,13,3938526,3950673,1,1948,39.51,protein_coding
ENSDARG00000038792,2,33326522,33328688,1,1625,41.95,protein_coding
ENSDARG00000017163,4,20176143,20177868,-1,578,35.81,protein_coding
ENSDARG00000044015,10,19723025,19801821,-1,528,35.09,protein_coding
ENSDARG00000044015,10,19723025,19801821,-1,1173,35.09,protein_coding
ENSDARG00000101456,24,31294019,31306724,-1,1274,37.73,protein_coding
ENSDARG00000076801,14,26566936,26626130,1,8267,34.32,protein_coding
ENSDARG00000003206,23,34047413,34185019,1,773,36.31,protein_coding
ENSDARG00000003206,23,34047413,34185019,1,708,36.31,protein_coding
ENSDARG00000003206,23,34047413,34185019,1,1159,36.31,protein_coding
ENSDARG00000078686,22,710759,718615,-1,2734,40.31,protein_coding
ENSDARG00000017835,13,33368140,33449639,1,5076,36.01,protein_coding
ENSDARG00000017835,13,33368140,33449639,1,2007,36.01,protein_coding
ENSDARG00000017835,13,33368140,33449639,1,465,36.01,protein_coding
ENSDARG00000044318,6,39703232,39727244,-1,2440,35.31,protein_coding
ENSDARG00000076025,25,7784582,7866470,1,6619,35.02,protein_coding
ENSDARG00000009253,17,14784258,14794741,1,1161,33.91,protein_coding
ENSDARG00000062549,9,23244292,23253870,-1,1570,37.15,protein_coding
ENSDARG00000062549,9,23244292,23253870,-1,1568,37.15,protein_coding
ENSDARG00000037262,1,26127818,26131088,-1,378,32.83,protein_coding
ENSDARG00000037262,1,26127818,26131088,-1,390,32.83,protein_coding
ENSDARG00000075855,1,55730205,55747003,1,3625,36.28,protein_coding
ENSDARG00000037555,14,9507291,9522364,-1,2086,35.08,protein_coding
ENSDARG00000038976,7,13684012,13737618,1,3305,35.74,protein_coding
ENSDARG00000038976,7,13684012,13737618,1,1526,35.74,protein_coding
ENSDARG00000039349,13,30215765,30225311,1,940,35.23,protein_coding
ENSDARG00000039349,13,30215765,30225311,1,1111,35.23,protein_coding
ENSDARG00000036588,1,47155424,47161996,-1,2323,32.56,protein_coding
ENSDARG00000098257,13,41125358,41546779,-1,5181,35.45,protein_coding
ENSDARG00000098257,13,41125358,41546779,-1,6495,35.45,protein_coding
ENSDARG00000098257,13,41125358,41546779,-1,5391,35.45,protein_coding
ENSDARG00000059351,9,1692926,1703801,-1,736,38.64,protein_coding
ENSDARG00000059351,9,1692926,1703801,-1,1062,38.64,protein_coding
ENSDARG00000059351,9,1692926,1703801,-1,1367,38.64,protein_coding
ENSDARG00000059351,9,1692926,1703801,-1,1020,38.64,protein_coding
ENSDARG00000078717,16,28383758,28512860,1,4544,35.84,protein_coding
ENSDARG00000078717,16,28383758,28512860,1,1656,35.84,protein_coding
ENSDARG00000024219,21,4647784,4695583,-1,3835,35.95,protein_coding
ENSDARG00000102612,8,35809081,35960987,-1,2953,35.75,protein_coding
ENSDARG00000075818,8,42545757,42594484,-1,1591,35.19,protein_coding
ENSDARG00000075818,8,42545757,42594484,-1,4817,35.19,protein_coding
ENSDARG00000075818,8,42545757,42594484,-1,491,35.19,protein_coding
ENSDARG00000075818,8,42545757,42594484,-1,4636,35.19,protein_coding
ENSDARG00000063006,19,9840771,9882821,-1,855,37.05,protein_coding
ENSDARG00000063006,19,9840771,9882821,-1,2509,37.05,protein_coding
ENSDARG00000097115,17,30140099,30205302,-1,820,35.02,protein_coding
ENSDARG00000055560,9,34884933,34885902,-1,970,47.42,protein_coding
ENSDARG00000024771,18,5213338,5227420,1,2003,36.32,protein_coding
ENSDARG00000052846,5,40504910,40510399,-1,2024,40.02,protein_coding
ENSDARG00000052846,5,40504910,40510399,-1,3529,40.02,protein_coding
ENSDARG00000092855,13,9896368,10004186,1,2149,33.26,protein_coding
ENSDARG00000092855,13,9896368,10004186,1,2475,33.26,protein_coding
ENSDARG00000014024,4,76752707,76762432,1,1717,37.60,protein_coding
ENSDARG00000100531,6,53429228,53435711,1,2288,34.41,protein_coding
ENSDARG00000101319,21,2289254,2299002,-1,919,40.93,protein_coding
ENSDARG00000055445,17,19499157,19511206,1,2416,34.50,protein_coding
ENSDARG00000089750,12,16919411,16923162,-1,1288,33.42,protein_coding
ENSDARG00000078529,19,92570,103289,-1,897,51.75,protein_coding
ENSDARG00000078529,19,92570,103289,-1,5165,51.75,protein_coding
